-2.66667 0.00168346
-2.33333 0.00067479

-2.33333 -0.000846244
-2.16667 -0.00154911

0.833333 -0.00180764
0.84375 -0.0018288

0.84375 -0.0018288
0.854167 -0.00184985

0.854167 -0.00184985
0.864583 -0.00187079

-2.16667 -0.00109289
-2.08333 -0.000489397

0.0208333 -9.72829e-06
0.0165617 7.45931e-17

0.0208333 -1.014e-05
0.03125 -3.38544e-05

-0.833333 0.0019015
-0.822917 0.00188054

-0.822917 0.00188054
-0.8125 0.00185943

-0.8125 0.00185943
-0.802083 0.00183817

-2.08333 -0.000501962
-2.04167 -0.000178194

-2.04167 -0.000172596
-2.02152 3.81639e-17

-2.02139 7.28584e-17
-2.02083 4.77196e-06

-2.02083 6.49908e-06
-2 0.000189302

-2 0.000190444
-1.98958 0.000282614

-1.98958 0.000282766
-1.97917 0.000373116

-1.97917 0.000373101
-1.96875 0.000461357

-1.96875 0.000461384
-1.95833 0.000547522

-1.95833 0.000547518
-1.94792 0.00063149

-1.94792 0.000631495
-1.9375 0.000713297

-1.9375 0.000713294
-1.92708 0.000792925

-1.92708 0.000792925
-1.91667 0.000870392

-1.91667 0.000870386
-1.90625 0.000945698

-1.90625 0.000945696
-1.89583 0.00101887

-1.89583 0.00101886
-1.88542 0.00108992

-1.88542 0.00108991
-1.875 0.00115887

-1.875 0.00115886
-1.86458 0.00122574

-1.86458 0.00122574
-1.85417 0.00129057

-1.85417 0.00129056
-1.84375 0.00135338

-1.84375 0.00135337
-1.83333 0.00141419

0.864583 -0.00187079
0.875 -0.00189159

-1.83333 0.00141418
-1.82292 0.00147303

0.875 -0.00189159
0.885417 -0.00191227

0.885417 -0.00191228
0.895833 -0.00193282

0.895833 -0.00193282
0.90625 -0.00195323

-0.802083 0.00183817
-0.791667 0.00181676

-0.791667 0.00181676
-0.78125 0.0017952

-0.78125 0.0017952
-0.770833 0.0017735

-0.770833 0.0017735
-0.760417 0.00175166

0.03125 -3.38544e-05
0.0416667 -5.75587e-05

